id,restaurant_name,category,esimated_cooking_time,latitude,longitude
R_15755,Restaurant QLY,WESTERN FOOD,62.0,13.690517,100.4807
R_15739,Restaurant QLZ,WESTERN FOOD,62.0,13.73109436,100.5018568
R_15698,Restaurant QMA,WESTERN FOOD,50.0,13.64109743,100.3753441
R_15696,Restaurant QMB,WESTERN FOOD,71.0,13.694516,100.436597
R_15692,Restaurant QMC,WESTERN FOOD,95.0,13.752789,100.776705
R_15685,Restaurant QMD,WESTERN FOOD,93.0,13.740113,100.56287
R_15661,Restaurant QME,WESTERN FOOD,67.0,13.74379817,100.5630256
R_15651,Restaurant QMF,WESTERN FOOD,139.0,13.79902201,100.6486839
R_15648,Restaurant QMG,WESTERN FOOD,127.0,13.90401876,100.6491469
R_15647,Restaurant QMH,WESTERN FOOD,109.0,13.73020012,100.5688368
R_15641,Restaurant QMI,WESTERN FOOD,67.0,13.83380972,100.4988845
R_15637,Restaurant QMJ,WESTERN FOOD,132.0,13.714936,100.571893
R_15636,Restaurant QMK,WESTERN FOOD,135.0,13.6032863,100.4040286
R_15630,Restaurant QML,WESTERN FOOD,80.0,13.7125176,100.4338611
R_15622,Restaurant QMM,WESTERN FOOD,98.0,13.8560597,100.5001925
R_15617,Restaurant QMN,WESTERN FOOD,77.0,13.75177823,100.7961281
R_15610,Restaurant QMO,WESTERN FOOD,64.0,13.76506961,100.4441501
R_15605,Restaurant QMP,WESTERN FOOD,113.0,13.801871,100.614105
R_15600,Restaurant QMQ,WESTERN FOOD,116.0,13.82268744,100.6330075
R_15594,Restaurant QMR,WESTERN FOOD,51.0,13.71649502,100.5718571
R_15593,Restaurant QMS,WESTERN FOOD,141.0,13.805674,100.524016
R_15591,Restaurant QMT,WESTERN FOOD,57.0,13.831094,100.60008
R_15588,Restaurant QMU,WESTERN FOOD,69.0,13.81595485,100.5999727
R_15564,Restaurant QMV,WESTERN FOOD,131.0,13.773293,100.610153
R_15550,Restaurant QMW,WESTERN FOOD,147.0,13.701334,100.604201
R_15541,Restaurant QMX,WESTERN FOOD,53.0,13.74594387,100.6439912
R_15535,Restaurant QMY,WESTERN FOOD,95.0,13.8003954,100.7437172
R_15530,Restaurant QMZ,WESTERN FOOD,110.0,13.74916772,100.563323
R_15510,Restaurant QNA,WESTERN FOOD,97.0,13.7970019,100.5471239
R_15491,Restaurant QNB,WESTERN FOOD,71.0,13.677455,100.501296
R_15486,Restaurant QNC,WESTERN FOOD,135.0,13.846374,100.639844
R_15470,Restaurant QND,WESTERN FOOD,82.0,13.78104329,100.6080738
R_15466,Restaurant QNE,WESTERN FOOD,130.0,13.838728,100.516023
R_15465,Restaurant QNF,WESTERN FOOD,101.0,13.75790755,100.5147197
R_15462,Restaurant QNG,WESTERN FOOD,82.0,13.76494958,100.7243474
R_15461,Restaurant QNH,WESTERN FOOD,52.0,13.97074027,100.6415493
R_15459,Restaurant QNI,WESTERN FOOD,83.0,13.692035,100.52777
R_15456,Restaurant QNJ,WESTERN FOOD,128.0,13.73979234,100.4277056
R_15451,Restaurant QNK,WESTERN FOOD,128.0,13.815302,100.560591
R_15434,Restaurant QNL,WESTERN FOOD,144.0,13.67209887,100.5082387
R_15432,Restaurant QNM,WESTERN FOOD,81.0,13.59669904,100.7450078
R_15424,Restaurant QNN,WESTERN FOOD,112.0,13.74043893,100.509508
R_15419,Restaurant QNO,WESTERN FOOD,123.0,13.82579265,100.6289511
R_15410,Restaurant QNP,WESTERN FOOD,65.0,13.852087,100.606605
R_15406,Restaurant QNQ,WESTERN FOOD,129.0,13.804576,100.607064
R_15392,Restaurant QNR,WESTERN FOOD,75.0,13.918153,100.601624
R_15380,Restaurant QNS,WESTERN FOOD,76.0,13.9908056,100.6425991
R_15374,Restaurant QNT,WESTERN FOOD,61.0,13.751929,100.529066
R_15365,Restaurant QNU,WESTERN FOOD,53.0,13.767863,100.407936
R_15364,Restaurant QNV,WESTERN FOOD,142.0,13.75444416,100.5403948
R_15362,Restaurant QNW,WESTERN FOOD,138.0,13.66007174,100.6074264
R_15352,Restaurant QNX,WESTERN FOOD,119.0,13.881067,100.56414
R_15343,Restaurant QNY,WESTERN FOOD,111.0,13.668113,100.47989
R_15321,Restaurant QNZ,WESTERN FOOD,85.0,13.807175,100.570837
R_15316,Restaurant QOA,WESTERN FOOD,114.0,13.715283,100.820595
R_15303,Restaurant QOB,WESTERN FOOD,76.0,13.780612,100.561472
R_15297,Restaurant QOC,WESTERN FOOD,86.0,13.7666253,100.5683632
R_15287,Restaurant QOD,WESTERN FOOD,100.0,13.795145,100.570728
R_15277,Restaurant QOE,WESTERN FOOD,91.0,13.7828952,100.5461934
R_15273,Restaurant QOF,WESTERN FOOD,110.0,13.88803301,100.6113915
R_15266,Restaurant QOG,WESTERN FOOD,145.0,13.71303285,100.4672935
R_15265,Restaurant QOH,WESTERN FOOD,58.0,13.816331,100.560453
R_15262,Restaurant QOI,WESTERN FOOD,141.0,13.77542365,100.5627983
R_15250,Restaurant QOJ,WESTERN FOOD,111.0,13.715918,100.527313
R_15249,Restaurant QOK,WESTERN FOOD,64.0,13.7636432,100.499965
R_15245,Restaurant QOL,WESTERN FOOD,123.0,13.839852,100.562453
R_15244,Restaurant QOM,WESTERN FOOD,110.0,13.70763868,100.5432821
R_15241,Restaurant QON,WESTERN FOOD,71.0,13.83532,100.611021
R_15238,Restaurant QOO,WESTERN FOOD,146.0,13.677671,100.611361
R_15237,Restaurant QOP,WESTERN FOOD,79.0,13.61321601,100.761499
R_15236,Restaurant QOQ,WESTERN FOOD,136.0,13.8476366,100.5322363
R_15231,Restaurant QOR,WESTERN FOOD,127.0,13.827819,100.623266
R_15226,Restaurant QOS,WESTERN FOOD,75.0,13.698848,100.441722
R_15211,Restaurant QOT,WESTERN FOOD,146.0,13.821299,100.591412
R_15196,Restaurant QOU,WESTERN FOOD,128.0,13.70920344,100.5135898
R_15195,Restaurant QOV,WESTERN FOOD,89.0,13.82028,100.592209
R_15187,Restaurant QOW,WESTERN FOOD,108.0,13.678409,100.618175
R_15179,Restaurant QOX,WESTERN FOOD,100.0,13.73799103,100.5218715
R_15170,Restaurant QOY,WESTERN FOOD,78.0,13.72725437,100.5180528
R_15157,Restaurant QOZ,WESTERN FOOD,62.0,13.705017,100.50989
R_15152,Restaurant QPA,WESTERN FOOD,115.0,13.73200875,100.5697232
R_15150,Restaurant QPB,WESTERN FOOD,139.0,13.84157496,100.5942633
R_15148,Restaurant QPC,WESTERN FOOD,126.0,13.7721024,100.607345
R_15144,Restaurant QPD,WESTERN FOOD,71.0,13.88774046,100.6423812
R_15142,Restaurant QPE,WESTERN FOOD,62.0,13.80623126,100.5308498
R_15134,Restaurant QPF,WESTERN FOOD,115.0,13.6860148,100.5252071
R_15121,Restaurant QPG,WESTERN FOOD,145.0,13.752731,100.609567
R_15104,Restaurant QPH,WESTERN FOOD,64.0,13.842318,100.595186
R_15096,Restaurant QPI,WESTERN FOOD,148.0,13.66091979,100.608151
R_15095,Restaurant QPJ,WESTERN FOOD,115.0,13.9410081,100.6113533
R_15091,Restaurant QPK,WESTERN FOOD,121.0,13.699344,100.483297
R_15081,Restaurant QPL,WESTERN FOOD,73.0,13.653036,100.679132
R_15067,Restaurant QPM,WESTERN FOOD,84.0,13.82749167,100.5917487
R_15063,Restaurant QPN,WESTERN FOOD,129.0,13.662854,100.616863
R_15055,Restaurant QPO,WESTERN FOOD,108.0,13.7830893,100.4758491
R_15051,Restaurant QPP,WESTERN FOOD,124.0,13.743481,100.524754
R_15050,Restaurant QPQ,WESTERN FOOD,85.0,13.9189908,100.5170512
R_15032,Restaurant QPR,WESTERN FOOD,64.0,13.819048,100.597143
R_15023,Restaurant QPS,WESTERN FOOD,124.0,13.692103,100.651136
R_15018,Restaurant QPT,WESTERN FOOD,76.0,13.775626,100.624598
R_15009,Restaurant QPU,WESTERN FOOD,86.0,13.664062,100.439334
R_15006,Restaurant QPV,WESTERN FOOD,52.0,13.77518952,100.5679474
R_14992,Restaurant QPW,WESTERN FOOD,91.0,13.725271,100.576204
R_14987,Restaurant QPX,WESTERN FOOD,48.0,13.801387,100.534336
R_14979,Restaurant QPY,WESTERN FOOD,31.0,13.659182,100.3979803
R_14976,Restaurant QPZ,WESTERN FOOD,44.0,13.706814,100.524523
R_14967,Restaurant QQA,WESTERN FOOD,12.0,13.791588,100.549329
R_14962,Restaurant QQB,WESTERN FOOD,19.0,13.733037,100.530598
R_14947,Restaurant QQC,WESTERN FOOD,18.0,13.6363592,100.6188098
R_14946,Restaurant QQD,WESTERN FOOD,24.0,13.745201,100.523988
R_14938,Restaurant QQE,WESTERN FOOD,28.0,13.75609441,100.7974565
R_14926,Restaurant QQF,WESTERN FOOD,66.0,13.6413544,100.5004597
R_14924,Restaurant QQG,WESTERN FOOD,85.0,13.815259,100.56067
R_14923,Restaurant QQH,WESTERN FOOD,66.0,13.816089,100.6001862
R_14921,Restaurant QQI,WESTERN FOOD,133.0,13.69125111,100.7019305
R_14884,Restaurant QQJ,WESTERN FOOD,58.0,13.761788,100.470348
R_14874,Restaurant QQK,WESTERN FOOD,111.0,13.740423,100.566923
R_14870,Restaurant QQL,WESTERN FOOD,52.0,13.71318907,100.4678311
R_14866,Restaurant QQM,WESTERN FOOD,69.0,13.75213717,100.4780217
R_14865,Restaurant QQN,WESTERN FOOD,135.0,13.904761,100.565342
R_14864,Restaurant QQO,WESTERN FOOD,72.0,13.778492,100.623608
R_14858,Restaurant QQP,WESTERN FOOD,54.0,13.8469875,100.4958257
R_14857,Restaurant QQQ,WESTERN FOOD,65.0,13.783766,100.48939
R_14851,Restaurant QQR,WESTERN FOOD,55.0,13.784659,100.583361
R_14848,Restaurant QQS,WESTERN FOOD,81.0,13.920704,100.600584
R_14846,Restaurant QQT,WESTERN FOOD,97.0,13.859972,100.492885
R_14825,Restaurant QQU,WESTERN FOOD,101.0,13.7099594,100.5431394
R_14813,Restaurant QQV,WESTERN FOOD,63.0,13.69116478,100.4537671
R_14796,Restaurant QQW,WESTERN FOOD,115.0,13.73983598,100.535943
R_14792,Restaurant QQX,WESTERN FOOD,126.0,13.738576,100.563272
R_14779,Restaurant QQY,WESTERN FOOD,69.0,13.70008198,100.5350778
R_14770,Restaurant QQZ,WESTERN FOOD,108.0,13.996868,100.574927
R_14767,Restaurant QRA,WESTERN FOOD,57.0,13.69755197,100.5375495
R_14763,Restaurant QRB,WESTERN FOOD,133.0,13.77304879,100.5068408
R_14756,Restaurant QRC,WESTERN FOOD,126.0,13.871378,100.690594
R_14752,Restaurant QRD,WESTERN FOOD,139.0,13.67614615,100.5352886
R_14747,Restaurant QRE,WESTERN FOOD,65.0,13.8319897,100.5592837
R_14708,Restaurant QRF,WESTERN FOOD,74.0,13.720447,100.395917
R_14693,Restaurant QRG,WESTERN FOOD,96.0,13.918923,100.601802
R_14692,Restaurant QRH,WESTERN FOOD,125.0,14.020429,100.663592
R_14687,Restaurant QRI,WESTERN FOOD,147.0,13.802806,100.521559
R_14683,Restaurant QRJ,WESTERN FOOD,58.0,13.63350105,100.3997086
R_14677,Restaurant QRK,WESTERN FOOD,118.0,13.733478,100.649294
R_14653,Restaurant QRL,WESTERN FOOD,80.0,13.782918,100.514771
R_14647,Restaurant QRM,WESTERN FOOD,136.0,13.789212,100.562982
R_14643,Restaurant QRN,WESTERN FOOD,55.0,13.844787,100.651372
R_14638,Restaurant QRO,WESTERN FOOD,118.0,13.74462,100.562586
R_14626,Restaurant QRP,WESTERN FOOD,78.0,13.91762185,100.5411911
R_14624,Restaurant QRQ,WESTERN FOOD,105.0,13.66709,100.446092
R_14616,Restaurant QRR,WESTERN FOOD,99.0,13.956548,100.569399
R_14612,Restaurant QRS,WESTERN FOOD,128.0,13.77311163,100.6540127
R_14604,Restaurant QRT,WESTERN FOOD,83.0,14.07362092,100.6011445
R_14599,Restaurant QRU,WESTERN FOOD,53.0,13.678569,100.613392
R_14597,Restaurant QRV,WESTERN FOOD,94.0,13.8122327,100.7150057
R_14585,Restaurant QRW,WESTERN FOOD,111.0,13.880417,100.544009
R_14575,Restaurant QRX,WESTERN FOOD,146.0,13.82344786,100.6561157
R_14572,Restaurant QRY,WESTERN FOOD,87.0,13.72850606,100.5341244
R_14566,Restaurant QRZ,WESTERN FOOD,124.0,13.813946,100.711457
R_14563,Restaurant QSA,WESTERN FOOD,65.0,13.656432,100.64175
R_14562,Restaurant QSB,WESTERN FOOD,96.0,13.685622,100.611138
R_14541,Restaurant QSC,WESTERN FOOD,89.0,13.685915,100.343309
R_14533,Restaurant QSD,WESTERN FOOD,130.0,13.744124,100.546046
R_14531,Restaurant QSE,WESTERN FOOD,105.0,13.778423,100.584617
R_14525,Restaurant QSF,WESTERN FOOD,123.0,13.7320064,100.5697214
R_14522,Restaurant QSG,WESTERN FOOD,81.0,13.62049424,100.6421712
R_14518,Restaurant QSH,WESTERN FOOD,63.0,13.77142828,100.5614468
R_14514,Restaurant QSI,WESTERN FOOD,130.0,13.760318,100.470442
R_14507,Restaurant QSJ,WESTERN FOOD,118.0,13.72135969,100.739676
R_14483,Restaurant QSK,WESTERN FOOD,95.0,13.873687,100.495683
R_14475,Restaurant QSL,WESTERN FOOD,71.0,13.766022,100.538164
R_14473,Restaurant QSM,WESTERN FOOD,87.0,13.747893,100.524251
R_14472,Restaurant QSN,WESTERN FOOD,136.0,13.74291016,100.5246336
R_14470,Restaurant QSO,WESTERN FOOD,131.0,13.78940198,100.5659354
R_14450,Restaurant QSP,WESTERN FOOD,53.0,13.71618622,100.638217
R_14424,Restaurant QSQ,WESTERN FOOD,125.0,13.802379,100.617896
R_14423,Restaurant QSR,WESTERN FOOD,123.0,13.749155,100.516317
R_14402,Restaurant QSS,WESTERN FOOD,116.0,13.77867,100.567999
R_14399,Restaurant QST,WESTERN FOOD,131.0,13.776292,100.480171
R_14398,Restaurant QSU,WESTERN FOOD,54.0,13.8255915,100.6781716
R_14382,Restaurant QSV,WESTERN FOOD,61.0,13.73012,100.6538006
R_14377,Restaurant QSW,WESTERN FOOD,82.0,13.709602,100.600867
R_14371,Restaurant QSX,WESTERN FOOD,55.0,13.721501,100.769638
R_14368,Restaurant QSY,WESTERN FOOD,84.0,13.780527,100.470818
R_14362,Restaurant QSZ,WESTERN FOOD,141.0,13.787965,100.629111
R_14352,Restaurant QTA,WESTERN FOOD,95.0,13.70821329,100.4930207
R_14349,Restaurant QTB,WESTERN FOOD,131.0,13.81361084,100.5606692
R_14348,Restaurant QTC,WESTERN FOOD,143.0,13.69394,100.541995
R_14339,Restaurant QTD,WESTERN FOOD,91.0,13.70481948,100.6620296
R_14334,Restaurant QTE,WESTERN FOOD,50.0,13.790394,100.543177
R_14327,Restaurant QTF,WESTERN FOOD,86.0,13.833704,100.58524
R_14318,Restaurant QTG,WESTERN FOOD,86.0,13.7001389,100.5352586
R_14307,Restaurant QTH,WESTERN FOOD,150.0,13.870891,100.688636
R_14284,Restaurant QTI,WESTERN FOOD,139.0,13.788438,100.618308
R_14283,Restaurant QTJ,WESTERN FOOD,95.0,13.80654199,100.7408194
R_14278,Restaurant QTK,WESTERN FOOD,58.0,13.78281339,100.6005285
R_14266,Restaurant QTL,WESTERN FOOD,57.0,13.78107,100.61862
R_14262,Restaurant QTM,WESTERN FOOD,112.0,13.865314,100.535616
R_14254,Restaurant QTN,WESTERN FOOD,131.0,13.788808,100.574571
R_14246,Restaurant QTO,WESTERN FOOD,71.0,13.82502087,100.5663633
R_14244,Restaurant QTP,WESTERN FOOD,132.0,13.84671444,100.5278565
R_14243,Restaurant QTQ,WESTERN FOOD,81.0,13.64978119,100.4931004
R_14231,Restaurant QTR,WESTERN FOOD,87.0,13.6265,100.505326
R_14220,Restaurant QTS,WESTERN FOOD,126.0,13.814316,100.531689
R_14195,Restaurant QTT,WESTERN FOOD,94.0,13.87904729,100.5369574
R_14168,Restaurant QTU,WESTERN FOOD,131.0,13.7459158,100.5235211
R_14166,Restaurant QTV,WESTERN FOOD,98.0,13.8477596,100.5142009
R_14150,Restaurant QTW,WESTERN FOOD,126.0,13.757777,100.444365
R_14134,Restaurant QTX,WESTERN FOOD,60.0,13.65557983,100.4109279
R_14129,Restaurant QTY,WESTERN FOOD,88.0,13.744765,100.532206
R_14127,Restaurant QTZ,WESTERN FOOD,64.0,13.827701,100.529053
R_14125,Restaurant QUA,WESTERN FOOD,141.0,13.719751,100.455892
R_14120,Restaurant QUB,WESTERN FOOD,122.0,13.95922116,100.6191322
R_14113,Restaurant QUC,WESTERN FOOD,148.0,13.78793964,100.5420725
R_14112,Restaurant QUD,WESTERN FOOD,146.0,13.74482761,100.6242672
R_14100,Restaurant QUE,WESTERN FOOD,106.0,13.84091411,100.5729903
R_14085,Restaurant QUF,WESTERN FOOD,61.0,13.782719,100.615684
R_14079,Restaurant QUG,WESTERN FOOD,90.0,13.805937,100.51378
R_14077,Restaurant QUH,WESTERN FOOD,106.0,13.774357,100.674529
R_14071,Restaurant QUI,WESTERN FOOD,105.0,13.714348,100.529197
R_14070,Restaurant QUJ,WESTERN FOOD,68.0,13.89440572,100.6079989
R_14066,Restaurant QUK,WESTERN FOOD,95.0,13.61145142,100.5104424
R_14060,Restaurant QUL,WESTERN FOOD,59.0,13.757124,100.4855011
R_14057,Restaurant QUM,WESTERN FOOD,85.0,13.796655,100.5626221
R_14056,Restaurant QUN,WESTERN FOOD,79.0,13.7235326,100.4822069
R_14045,Restaurant QUO,WESTERN FOOD,74.0,13.71109,100.408914
R_14041,Restaurant QUP,WESTERN FOOD,133.0,13.7457448,100.5317483
R_14039,Restaurant QUQ,WESTERN FOOD,131.0,13.656873,100.623877
R_14015,Restaurant QUR,WESTERN FOOD,76.0,13.778359,100.511568
R_14014,Restaurant QUS,WESTERN FOOD,116.0,13.71699269,100.5075324
R_14012,Restaurant QUT,WESTERN FOOD,77.0,13.7280221,100.5147257
R_14011,Restaurant QUU,WESTERN FOOD,120.0,13.802564,100.596615
R_14007,Restaurant QUV,WESTERN FOOD,139.0,13.7231564,100.555484
R_14004,Restaurant QUW,WESTERN FOOD,127.0,13.82964361,100.5918774
R_13995,Restaurant QUX,WESTERN FOOD,61.0,13.8062603,100.6425403
R_13974,Restaurant QUY,WESTERN FOOD,127.0,13.935463,100.563233
R_13969,Restaurant QUZ,WESTERN FOOD,126.0,13.7080611,100.5079022
R_13965,Restaurant QVA,WESTERN FOOD,133.0,13.73160812,100.585606
R_13963,Restaurant QVB,WESTERN FOOD,68.0,13.809732,100.568578
R_13955,Restaurant QVC,WESTERN FOOD,109.0,13.747269,100.524218
R_13929,Restaurant QVD,WESTERN FOOD,100.0,13.739324,100.511611
R_13887,Restaurant QVE,WESTERN FOOD,88.0,13.67568333,100.7961907
R_13880,Restaurant QVF,WESTERN FOOD,92.0,13.696969,100.540872
R_13878,Restaurant QVG,WESTERN FOOD,132.0,13.71972053,100.5152759
R_13875,Restaurant QVH,WESTERN FOOD,98.0,13.74604,100.540903
R_13873,Restaurant QVI,WESTERN FOOD,118.0,13.7284973,100.5339657
R_13868,Restaurant QVJ,WESTERN FOOD,138.0,13.793639,100.549684
R_13863,Restaurant QVK,WESTERN FOOD,150.0,13.831613,100.603017
R_13859,Restaurant QVL,WESTERN FOOD,111.0,13.8036116,100.6141002
R_13852,Restaurant QVM,WESTERN FOOD,71.0,13.7667,100.471335
R_13844,Restaurant QVN,WESTERN FOOD,122.0,13.79349715,100.4495377
R_13840,Restaurant QVO,WESTERN FOOD,99.0,13.82203458,100.7432231
R_13839,Restaurant QVP,WESTERN FOOD,89.0,13.701319,100.628904
R_13835,Restaurant QVQ,WESTERN FOOD,59.0,13.74507406,100.4918179
R_13823,Restaurant QVR,WESTERN FOOD,122.0,13.6468553,100.681033
R_13813,Restaurant QVS,WESTERN FOOD,130.0,13.720419,100.783959
R_13809,Restaurant QVT,WESTERN FOOD,134.0,13.798475,100.693988
R_13808,Restaurant QVU,WESTERN FOOD,108.0,13.777986,100.561002
R_13802,Restaurant QVV,WESTERN FOOD,82.0,13.76503737,100.4441578
R_13793,Restaurant QVW,WESTERN FOOD,116.0,13.855359,100.545348
R_13785,Restaurant QVX,WESTERN FOOD,130.0,13.913729,100.493787
R_13778,Restaurant QVY,WESTERN FOOD,141.0,13.722381,100.537479
R_13776,Restaurant QVZ,WESTERN FOOD,141.0,13.778643,100.446527
R_13768,Restaurant QWA,WESTERN FOOD,145.0,13.9881352,100.6376498
R_13767,Restaurant QWB,WESTERN FOOD,140.0,13.90462513,100.5014843
R_13764,Restaurant QWC,WESTERN FOOD,116.0,13.829223,100.638819
R_13739,Restaurant QWD,WESTERN FOOD,139.0,13.70773,100.543401
R_13735,Restaurant QWE,WESTERN FOOD,62.0,13.697815,100.472632
R_13734,Restaurant QWF,WESTERN FOOD,88.0,13.74657,100.5737404
R_13726,Restaurant QWG,WESTERN FOOD,80.0,13.820432,100.668347
R_13723,Restaurant QWH,WESTERN FOOD,91.0,13.76026976,100.6227133
R_13722,Restaurant QWI,WESTERN FOOD,68.0,13.7463031,100.5235891
R_13696,Restaurant QWJ,WESTERN FOOD,137.0,13.743188,100.524381
R_13687,Restaurant QWK,WESTERN FOOD,91.0,13.785439,100.688549
R_13675,Restaurant QWL,WESTERN FOOD,64.0,13.81351367,100.5618558
R_13674,Restaurant QWM,WESTERN FOOD,79.0,13.742935,100.51316
R_13666,Restaurant QWN,WESTERN FOOD,118.0,13.6660069,100.5058189
R_13660,Restaurant QWO,WESTERN FOOD,150.0,13.767635,100.643846
R_13657,Restaurant QWP,WESTERN FOOD,66.0,13.737849,100.627357
R_13655,Restaurant QWQ,WESTERN FOOD,116.0,13.760386,100.56558
R_13651,Restaurant QWR,WESTERN FOOD,82.0,13.649361,100.419342
R_13637,Restaurant QWS,WESTERN FOOD,82.0,13.7510064,100.6228602
R_13630,Restaurant QWT,WESTERN FOOD,130.0,13.78227225,100.5010977
R_13626,Restaurant QWU,WESTERN FOOD,108.0,13.752796,100.504821
R_13625,Restaurant QWV,WESTERN FOOD,127.0,13.66564484,100.7192659
R_13613,Restaurant QWW,WESTERN FOOD,82.0,13.682023,100.503344
R_13577,Restaurant QWX,WESTERN FOOD,126.0,13.717754,100.395484
R_13569,Restaurant QWY,WESTERN FOOD,143.0,13.677351,100.514468
R_13567,Restaurant QWZ,WESTERN FOOD,140.0,13.74537016,100.6049075
R_13561,Restaurant QXA,WESTERN FOOD,78.0,13.72102955,100.5833648
R_13550,Restaurant QXB,WESTERN FOOD,105.0,13.72017246,100.7761215
R_13549,Restaurant QXC,WESTERN FOOD,148.0,13.778504,100.566502
R_13548,Restaurant QXD,WESTERN FOOD,74.0,13.7442009,100.5853399
R_13541,Restaurant QXE,WESTERN FOOD,70.0,13.71182437,100.4771817
R_13536,Restaurant QXF,WESTERN FOOD,132.0,13.71649185,100.5553935
R_13534,Restaurant QXG,WESTERN FOOD,150.0,13.697601,100.537244
R_13530,Restaurant QXH,WESTERN FOOD,104.0,13.66332,100.437262
R_13519,Restaurant QXI,WESTERN FOOD,128.0,13.631548,100.696213
R_13518,Restaurant QXJ,WESTERN FOOD,56.0,13.869409,100.495276
R_13512,Restaurant QXK,WESTERN FOOD,70.0,13.697971,100.537485
R_13510,Restaurant QXL,WESTERN FOOD,115.0,13.64357,100.378499
R_13494,Restaurant QXM,WESTERN FOOD,99.0,13.713317,100.479071
R_13488,Restaurant QXN,WESTERN FOOD,124.0,13.724295,100.566893
R_13482,Restaurant QXO,WESTERN FOOD,136.0,13.98930965,100.6177391
R_13479,Restaurant QXP,WESTERN FOOD,76.0,13.75213093,100.5529728
R_13473,Restaurant QXQ,WESTERN FOOD,55.0,13.84457095,100.5795191
R_13469,Restaurant QXR,WESTERN FOOD,61.0,13.740438,100.510828
R_13449,Restaurant QXS,WESTERN FOOD,135.0,13.896113,100.515633
R_13434,Restaurant QXT,WESTERN FOOD,70.0,13.7001566,100.4611342
R_13424,Restaurant QXU,WESTERN FOOD,127.0,13.794602,100.395118
R_13422,Restaurant QXV,WESTERN FOOD,142.0,13.750279,100.5118593
R_13420,Restaurant QXW,WESTERN FOOD,54.0,13.71381831,100.5699956
R_13419,Restaurant QXX,WESTERN FOOD,150.0,13.803912,100.600444
R_13413,Restaurant QXY,WESTERN FOOD,125.0,13.7116612,100.4345559
R_13407,Restaurant QXZ,WESTERN FOOD,130.0,13.670802,100.616087
R_13399,Restaurant QYA,WESTERN FOOD,101.0,13.73836106,100.5628302
R_13398,Restaurant QYB,WESTERN FOOD,140.0,13.740395,100.599732
R_13388,Restaurant QYC,WESTERN FOOD,105.0,13.8700701,100.6681786
R_13385,Restaurant QYD,WESTERN FOOD,100.0,13.73067164,100.5128146
R_13383,Restaurant QYE,WESTERN FOOD,139.0,13.777585,100.510635
R_13382,Restaurant QYF,WESTERN FOOD,145.0,13.7465966,100.5393615
R_13380,Restaurant QYG,WESTERN FOOD,136.0,13.73566706,100.6083053
R_13377,Restaurant QYH,WESTERN FOOD,137.0,13.988447,100.63881
R_13357,Restaurant QYI,WESTERN FOOD,77.0,13.804853,100.618367
R_13355,Restaurant QYJ,WESTERN FOOD,112.0,13.765053,100.444152
R_13318,Restaurant QYK,WESTERN FOOD,148.0,13.805978,100.532149
R_13307,Restaurant QYL,WESTERN FOOD,95.0,13.7279667,100.4995152
R_13300,Restaurant QYM,WESTERN FOOD,137.0,13.86991,100.557017
R_13289,Restaurant QYN,WESTERN FOOD,52.0,13.694544,100.541938
R_13280,Restaurant QYO,WESTERN FOOD,104.0,13.84247417,100.4923388
R_13271,Restaurant QYP,WESTERN FOOD,134.0,13.726248,100.584979
R_13251,Restaurant QYQ,WESTERN FOOD,80.0,13.81240182,100.610091
R_13245,Restaurant QYR,WESTERN FOOD,132.0,13.800915,100.687478
R_13244,Restaurant QYS,WESTERN FOOD,70.0,13.64262,100.42569
R_13242,Restaurant QYT,WESTERN FOOD,117.0,13.651877,100.497008
R_13237,Restaurant QYU,WESTERN FOOD,139.0,13.90828238,100.5020005
R_13233,Restaurant QYV,WESTERN FOOD,106.0,13.678663,100.610985
R_13231,Restaurant QYW,WESTERN FOOD,132.0,13.74026,100.567093
R_13227,Restaurant QYX,WESTERN FOOD,108.0,13.75690712,100.565222
R_13214,Restaurant QYY,WESTERN FOOD,87.0,13.770805,100.635914
R_13205,Restaurant QYZ,WESTERN FOOD,55.0,13.76713753,100.571429
R_13203,Restaurant QZA,WESTERN FOOD,140.0,13.75231599,100.5894921
R_13201,Restaurant QZB,WESTERN FOOD,53.0,13.85777815,100.5565491
R_13185,Restaurant QZC,WESTERN FOOD,105.0,13.806277,100.725683
R_13180,Restaurant QZD,WESTERN FOOD,57.0,13.75264032,100.5276472
R_13174,Restaurant QZE,WESTERN FOOD,70.0,13.7799976,100.4268375
R_13172,Restaurant QZF,WESTERN FOOD,56.0,13.7575,100.533851
R_13167,Restaurant QZG,WESTERN FOOD,69.0,13.79164897,100.4284653
R_13165,Restaurant QZH,WESTERN FOOD,87.0,14.0410566,100.6136181
R_13162,Restaurant QZI,WESTERN FOOD,105.0,13.89105752,100.5161348
R_13156,Restaurant QZJ,WESTERN FOOD,63.0,13.8482308,100.7215209
R_13154,Restaurant QZK,WESTERN FOOD,55.0,14.06463672,100.6271789
R_13151,Restaurant QZL,WESTERN FOOD,68.0,13.66367366,100.4392002
R_13137,Restaurant QZM,WESTERN FOOD,88.0,13.81962594,100.735594
R_13134,Restaurant QZN,WESTERN FOOD,75.0,13.769096,100.589401
R_13115,Restaurant QZO,WESTERN FOOD,55.0,13.751666,100.572692
R_13099,Restaurant QZP,WESTERN FOOD,82.0,13.690932,100.480186
R_13097,Restaurant QZQ,WESTERN FOOD,147.0,13.749343,100.514077
R_13093,Restaurant QZR,WESTERN FOOD,114.0,13.721641,100.772599
